Name,Year,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
Natasha Howard,2023.0,F,39,33.1,16.5,6.3,13.8,45.8,1.0,3.3,29.9,2.8,3.5,81.5,8.0,2.6,1.3,1.2,2.8
Diana Taurasi,2023.0,G,26,27.3,16.0,4.9,12.2,40.3,2.5,7.2,34.2,3.7,4.3,84.8,3.6,4.6,0.5,0.5,3.0
Brittney Sykes,2023.0,G,40,31.3,15.9,5.7,13.1,43.9,1.4,4.0,35.0,3.1,3.8,79.7,5.0,3.8,2.1,0.3,2.4
Alyssa Thomas,2023.0,F,40,36.2,15.5,6.1,12.8,47.4,0.0,0.1,0.0,3.3,4.7,71.5,9.9,7.9,1.8,0.5,3.4
NaLyssa Smith,2023.0,F,31,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4.0,67.7,9.2,1.4,0.3,0.3,2.7
Chelsea Gray,2023.0,G,40,32.2,15.3,5.6,11.5,49.0,1.6,3.8,42.1,2.4,2.7,89.7,4.0,7.3,1.4,0.6,2.5
Cheyenne Parker-Tyus,2023.0,F,40,26.7,15.0,5.8,12.0,48.2,0.4,1.4,27.8,3.0,3.7,82.9,6.7,1.8,1.1,1.5,2.3
Marina Mabrey,2023.0,G,39,30.0,15.0,5.2,12.6,41.1,2.3,5.8,39.0,2.4,2.8,83.6,3.7,3.6,0.7,0.5,2.2
Aliyah Boston,2023.0,F,40,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40.0,2.7,3.6,74.5,8.4,2.2,1.3,1.3,1.9
Kayla McBride,2023.0,G,38,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,3.2,2.2,1.2,0.2,1.7
Ezi Magbegor,2023.0,C,40,32.6,13.8,5.4,10.6,51.3,0.8,2.0,38.5,2.2,3.1,69.9,8.1,2.6,1.1,1.9,2.4
Jordin Canada,2023.0,G,38,32.6,13.3,4.3,10.6,40.4,1.1,3.2,33.3,3.6,4.2,87.3,3.1,6.0,2.3,0.2,2.7
Betnijah Laney-Hamilton,2023.0,F,40,30.0,12.8,5.0,10.0,49.9,1.5,3.8,39.2,1.3,1.7,79.1,3.3,2.4,0.9,0.1,1.9
Natasha Cloud,2023.0,G,37,32.4,12.7,4.0,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90.0,3.7,6.2,1.1,0.3,2.6
Diamond Miller,2023.0,F,32,26.1,12.1,4.4,10.8,40.3,1.0,3.2,30.7,2.4,3.0,79.2,3.5,2.5,0.9,0.3,2.3
Tiffany Hayes,2023.0,G,40,27.1,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,3.0,2.6,0.9,0.1,1.4
Teaira McCowan,2023.0,C,30,26.1,11.9,5.0,9.1,55.1,0.0,0.1,0.0,1.9,3.3,58.6,9.1,1.5,0.5,1.2,1.5
Ariel Atkins,2023.0,G,27,25.1,11.5,3.9,9.3,41.4,1.6,4.6,33.9,2.3,2.5,89.7,3.1,2.3,1.2,0.3,1.3
Jonquel Jones,2023.0,F,40,25.0,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2.0,86.3,8.4,1.8,0.6,1.3,2.1
Sophie Cunningham,2023.0,G,31,29.0,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,2.8,2.1,0.6,0.4,1.5
Layshia Clarendon,2023.0,G,24,28.6,11.1,4.0,8.0,49.7,0.9,1.9,45.7,2.3,2.5,91.5,3.0,3.4,1.1,0.0,2.3
Azura Stevens,2023.0,F,35,26.0,10.8,4.3,10.5,40.4,1.0,3.1,32.1,1.3,1.7,75.4,5.9,1.1,1.2,0.9,1.5
Courtney Vandersloot,2023.0,G,39,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,3.5,8.1,1.3,0.6,2.7
Moriah Jefferson,2023.0,G,39,24.9,10.5,4.2,9.8,43.3,1.0,2.8,35.2,1.1,1.3,82.0,2.0,3.6,1.1,0.2,1.6
Courtney Williams,2023.0,G,40,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60.0,6.0,6.3,1.0,0.3,2.5
Erica Wheeler,2023.0,G,40,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,3.0,5.0,1.1,0.1,2.1
Elizabeth Williams,2023.0,C,40,29.7,9.8,4.2,8.1,51.4,0.0,0.0,0.0,1.5,2.3,63.0,5.8,2.5,1.3,1.5,1.4
Sami Whitcomb,2023.0,G,40,24.5,9.7,3.2,8.0,40.0,2.2,5.8,38.5,1.1,1.3,83.0,2.9,2.9,0.9,0.4,2.0
Alanna Smith,2023.0,F,38,26.5,9.2,3.5,7.0,49.8,0.8,2.7,29.4,1.4,2.1,67.9,6.6,1.8,1.3,1.3,1.5
Dana Evans,2023.0,G,39,21.5,9.0,3.0,8.3,36.0,1.1,3.7,29.4,1.9,2.3,85.4,1.2,3.0,0.7,0.1,1.6
Dearica Hamby,2023.0,F,40,24.8,8.9,3.3,7.7,43.1,0.2,1.0,22.0,2.1,3.2,64.8,5.9,1.8,0.9,0.3,1.5
Michaela Onyenwere,2023.0,F,40,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2.0,75.9,3.7,1.3,0.8,0.5,2.0
Natisha Hiedeman,2023.0,G,40,26.7,8.5,3.1,7.9,39.2,1.5,4.0,36.6,0.9,1.2,73.9,2.1,2.7,0.9,0.1,1.4
DiJonai Carrington,2023.0,G,32,17.2,8.3,2.9,7.0,41.7,0.7,1.9,37.1,1.8,2.3,75.7,2.9,1.3,0.6,0.1,1.1
Tianna Hawkins,2023.0,F,40,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1.0,1.3,75.0,5.0,1.4,0.8,0.4,1.2
Crystal Dangerfield,2023.0,G,35,27.8,8.2,3.4,8.0,42.5,0.8,2.7,29.0,0.6,0.8,81.5,2.9,3.1,0.9,0.2,1.2
Sug Sutton,2023.0,G,40,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,2.6,4.8,0.7,0.1,2.5
Megan Gustafson,2023.0,C,34,15.1,7.9,3.0,5.7,52.6,0.4,1.3,34.9,1.5,1.8,80.6,3.9,0.7,0.4,0.4,1.1
Aari McDonald,2023.0,G,24,23.5,7.9,2.8,6.8,40.2,1.0,3.3,32.1,1.3,1.8,76.2,2.0,3.0,0.6,0.0,1.6
Kalani Brown,2023.0,C,32,16.4,7.8,2.8,4.5,62.9,0.0,0.0,0.0,2.2,2.7,80.2,4.5,1.0,0.2,0.7,1.3
Karlie Samuelson,2023.0,G,34,26.1,7.7,2.4,5.2,46.3,1.4,3.4,42.6,1.4,1.5,94.1,3.0,2.0,0.6,0.1,0.9
Tiffany Mitchell,2023.0,G,33,23.1,7.3,2.6,6.5,40.4,0.4,1.4,28.9,1.7,2.0,83.3,2.3,2.3,0.5,0.1,2.1
Marine Johannes,2023.0,G,35,18.9,7.1,2.5,6.1,41.4,1.6,4.3,36.8,0.4,0.6,75.0,1.4,1.7,0.7,0.1,1.3
Jordan Horston,2023.0,G,36,22.4,6.9,2.8,7.6,36.7,0.3,1.1,24.4,1.0,1.4,71.2,5.1,1.6,1.2,0.6,2.0
Nia Coffey,2023.0,F,31,21.9,6.9,2.7,6.2,43.2,1.1,2.6,40.2,0.5,0.8,62.5,4.8,1.5,0.5,1.2,1.4
Alysha Clark,2023.0,F,39,22.5,6.7,2.3,5.3,44.4,1.3,3.4,38.6,0.7,0.8,81.8,3.4,1.1,0.6,0.2,0.7
Kristy Wallace,2023.0,G,37,19.7,6.6,2.5,6.3,40.1,1.0,2.3,43.5,0.6,0.8,75.0,2.2,1.9,0.6,0.2,1.3
Rebecca Allen,2023.0,G,40,21.5,6.4,2.5,6.0,40.8,1.0,2.9,34.8,0.5,0.7,70.4,2.8,0.9,0.9,1.3,0.9
Shatori Walker-Kimbrough,2023.0,G,40,24.8,6.3,2.2,5.1,42.9,0.8,2.1,39.0,1.1,1.2,93.6,2.1,1.7,0.7,0.4,0.7
Lindsay Allen,2023.0,G,29,24.1,6.2,2.2,5.6,39.9,0.2,1.2,20.6,1.4,1.8,79.2,2.4,4.5,0.6,0.1,1.3
Dorka Juhasz,2023.0,F,38,24.2,6.0,2.5,5.2,47.2,0.3,1.3,27.1,0.7,1.3,54.0,6.5,2.6,0.9,0.6,1.2
Nikolina Milic,2023.0,F,39,12.7,5.9,2.3,4.9,46.4,0.2,0.6,36.4,1.2,1.4,80.4,2.4,0.8,0.1,0.1,1.1
Kia Nurse,2023.0,G,40,19.7,5.9,2.0,5.8,34.3,1.3,3.6,35.0,0.6,0.7,88.9,2.3,1.3,0.6,0.1,0.7
Danielle Robinson,2023.0,G,32,21.6,5.8,2.2,4.8,46.1,0.3,1.0,29.0,1.1,1.5,75.0,2.2,3.3,0.7,0.1,1.3
Emma Cannon,2023.0,F,30,10.5,5.8,2.0,4.5,45.5,0.4,1.1,38.2,1.3,1.5,90.9,3.1,0.5,0.1,0.1,1.1
Tyasha Harris,2023.0,G,40,16.7,5.8,2.2,5.2,41.6,1.0,2.1,46.4,0.4,0.6,68.0,0.9,1.7,0.7,0.1,1.0
Myisha Hines-Allen,2023.0,F,35,17.6,5.6,2.1,6.1,34.0,0.5,1.9,27.3,0.9,1.3,71.7,4.4,2.2,0.7,0.2,1.5
Li Meng,2023.0,G,34,15.9,5.6,1.8,4.8,37.8,1.3,3.6,36.4,0.6,0.8,84.6,1.1,1.0,0.3,0.0,0.8
Rachel Banham,2023.0,G,32,13.6,5.5,1.9,5.2,37.0,1.3,3.3,40.2,0.3,0.4,78.6,1.0,1.7,0.3,0.1,1.1
Victoria Vivians,2023.0,G,38,17.7,5.2,1.9,5.1,38.0,0.7,2.5,28.7,0.6,0.8,76.7,3.1,1.3,0.7,0.2,0.8
Mercedes Russell,2023.0,C,37,19.1,5.0,2.2,4.2,51.6,0.0,0.0,0.0,0.6,1.0,60.5,4.0,1.3,0.4,0.5,1.5
AD Durr,2023.0,G,36,10.9,4.8,1.7,4.5,38.0,0.5,1.6,32.2,0.8,1.1,76.9,1.1,0.7,0.3,0.1,0.8
Monique Billings,2023.0,F,39,16.7,4.8,1.7,4.3,40.7,0.0,0.1,0.0,1.3,1.6,83.6,5.0,0.8,0.4,0.3,1.0
Zia Cooke,2023.0,G,39,14.1,4.8,1.7,5.8,28.9,0.5,1.8,26.1,1.0,1.2,81.3,0.9,0.8,0.3,0.3,0.7
Lexie Hull,2023.0,G,30,20.6,4.6,1.8,4.8,37.2,0.4,2.0,21.7,0.6,0.7,77.3,2.7,1.1,1.0,0.3,1.0
Olivia Nelson-Ododa,2023.0,F,39,15.0,4.5,1.7,3.1,53.7,0.0,0.0,0.0,1.2,1.7,70.8,3.7,0.6,0.5,0.8,0.8
Kayla Thornton,2023.0,F,40,17.3,4.5,1.6,3.8,43.3,0.6,2.0,31.3,0.6,0.8,76.7,3.5,0.7,0.7,0.3,0.5
Morgan Bertsch,2023.0,F,28,14.2,4.4,1.7,3.7,45.6,0.6,1.3,44.4,0.4,0.6,75.0,1.7,0.7,0.4,0.3,1.1
Grace Berger,2023.0,G,36,14.6,4.2,1.6,3.5,44.9,0.4,0.9,47.1,0.6,0.7,84.0,1.6,1.9,0.5,0.2,1.0
Naz Hillmon,2023.0,F,40,13.5,4.1,1.5,2.9,50.9,0.0,0.0,0.0,1.2,1.4,85.2,3.4,0.7,0.2,0.1,1.0
Dulcy Fankam Mendjiadeu,2023.0,F,34,13.8,3.9,1.6,3.1,52.3,0.0,0.0,0.0,0.6,1.2,55.0,4.4,0.4,0.4,0.3,0.9
Robyn Parks,2023.0,F,37,13.6,3.9,1.4,3.8,38.1,0.9,2.4,36.8,0.2,0.2,100.0,1.6,0.4,0.3,0.1,0.5
Maddy Siegrist,2023.0,F,39,8.2,3.7,1.5,2.9,50.9,0.1,0.4,33.3,0.7,0.7,93.1,1.6,0.2,0.2,0.2,0.2
Haley Jones,2023.0,G,40,14.6,3.7,1.4,4.2,33.7,0.2,0.7,21.4,0.8,1.0,75.6,2.4,2.3,0.4,0.3,1.4
Kierstan Bell,2023.0,G,36,11.8,3.7,1.5,4.3,34.6,0.6,2.3,24.4,0.2,0.3,60.0,1.6,0.5,0.4,0.1,0.4
Rae Burrell,2023.0,G,29,11.1,3.6,1.2,3.2,38.7,0.6,1.4,39.0,0.6,0.7,81.0,1.2,0.6,0.4,0.1,0.5
Brianna Turner,2023.0,F,40,26.3,3.5,1.7,2.6,65.0,0.0,0.0,0.0,0.2,0.3,50.0,6.3,1.3,1.0,1.1,1.5
Bridget Carleton,2023.0,F,38,15.1,3.2,1.1,3.1,34.5,0.8,2.3,33.7,0.3,0.4,73.3,2.3,0.9,0.3,0.1,0.4
Joyner Holmes,2023.0,F,29,10.2,3.2,1.1,3.0,37.9,0.4,1.4,31.7,0.4,0.6,76.5,2.3,0.9,0.3,0.3,0.5
Jasmine Thomas,2023.0,G,32,12.8,2.7,0.9,3.4,27.3,0.5,1.9,24.2,0.3,0.3,90.9,1.1,1.3,0.3,0.2,0.7
Jade Melbourne,2023.0,G,29,10.6,2.6,0.9,2.2,39.1,0.1,0.7,15.0,0.8,1.0,79.3,1.2,1.2,0.4,0.0,0.9
Awak Kuier,2023.0,F,37,10.8,2.6,1.0,2.5,39.6,0.1,0.6,8.7,0.6,0.7,77.8,2.5,0.5,0.2,0.6,0.6
Veronica Burton,2023.0,G,40,13.9,2.4,0.6,2.1,29.4,0.3,1.2,27.1,0.8,0.9,91.2,1.8,2.2,0.7,0.3,0.4
Cayla George,2023.0,F,32,8.5,2.3,0.9,3.3,28.8,0.5,2.0,23.4,0.0,0.1,0.0,1.8,0.4,0.3,0.2,0.8
Nyara Sabally,2023.0,F,33,7.9,2.3,0.8,1.8,42.4,0.1,0.3,22.2,0.7,1.0,75.0,2.1,0.2,0.1,0.2,0.5
Kiah Stokes,2023.0,C,40,19.8,2.2,0.9,2.1,43.4,0.1,0.7,18.5,0.2,0.5,50.0,5.9,0.6,0.7,1.0,0.4
Odyssey Sims,2023.0,G,28,12.0,2.0,0.8,2.5,30.4,0.1,0.5,13.3,0.4,0.7,55.0,1.3,2.2,0.4,0.0,0.6
Maya Caldwell,2023.0,G,30,10.1,1.9,0.7,2.4,29.2,0.1,1.0,13.8,0.4,0.5,85.7,0.9,0.6,0.3,0.1,0.7
Kadi Sissoko,2023.0,F,40,8.4,1.5,0.6,1.6,37.1,0.1,0.5,16.7,0.3,0.4,62.5,1.6,0.2,0.1,0.1,0.7
Sydney Colson,2023.0,G,28,4.8,1.3,0.4,1.0,44.4,0.2,0.6,37.5,0.2,0.2,83.3,0.4,0.8,0.3,0.0,0.2
Jocelyn Willoughby,2023.0,G,29,6.6,1.2,0.4,1.0,40.0,0.2,0.6,43.8,0.1,0.1,100.0,0.8,0.4,0.1,0.0,0.3
Leigha Brown,2023.0,G,25,5.2,0.8,0.3,1.0,30.8,0.0,0.4,10.0,0.2,0.2,66.7,0.8,0.4,0.2,0.1,0.4
A'ja Wilson,,C,23,34.0,27.2,10.2,19.4,52.7,0.6,1.6,38.9,6.1,7.0,87.0,11.9,2.5,1.8,2.8,1.5
Kahleah Copper,,G,24,32.4,23.3,8.2,18.3,45.0,2.1,6.4,33.3,4.7,5.8,81.3,4.5,2.3,0.9,0.1,3.2
Arike Ogunbowale,,G,24,38.5,22.3,7.2,20.1,35.7,3.0,8.7,34.0,5.0,5.5,90.8,4.8,5.2,2.7,0.2,3.1
Napheesa Collier,,F,20,34.9,20.0,7.7,16.4,46.8,0.9,2.9,31.6,3.8,4.8,79.2,10.2,3.7,2.2,1.5,2.6
Jewell Loyd,,G,24,34.0,19.7,6.1,17.0,35.8,1.4,5.3,25.8,6.2,7.0,88.6,4.6,4.0,1.5,0.3,2.2
Sabrina Ionescu,,G,24,33.5,19.4,6.8,16.2,42.2,2.8,8.2,34.5,2.9,3.3,89.7,4.3,6.2,1.0,0.3,2.6
Dearica Hamby,,F,23,35.4,19.4,7.4,14.2,52.3,1.0,2.4,41.8,3.5,5.7,62.3,10.0,3.6,1.4,0.1,2.9
Breanna Stewart,,F,23,34.3,19.3,6.6,14.6,45.4,1.0,4.2,22.9,5.2,6.0,86.9,9.0,4.0,2.0,1.5,2.0
Kelsey Plum,,G,23,35.1,18.8,6.3,15.0,41.9,3.1,8.3,37.4,3.1,3.7,85.7,2.3,4.7,0.9,0.0,2.2
Jackie Young,,G,22,33.5,18.5,6.4,14.4,44.6,2.1,6.3,34.1,3.6,4.2,84.9,4.7,5.6,0.9,0.2,2.4
Nneka Ogwumike,,F,21,31.7,17.1,6.9,13.2,52.3,0.8,1.8,43.2,2.6,3.0,84.4,7.6,2.7,1.7,0.7,1.4
Caitlin Clark,,G,26,35.2,17.1,5.3,13.1,40.5,2.7,8.3,32.7,3.8,4.2,89.1,5.8,8.2,1.5,0.8,5.6
DeWanna Bonner,,F,23,32.8,17.1,6.1,14.0,43.3,1.7,5.3,31.7,3.2,3.9,82.2,6.2,1.9,1.3,0.6,1.5
Kelsey Mitchell,,G,26,31.1,16.9,6.2,13.9,44.3,2.3,6.3,36.8,2.3,2.8,81.1,2.2,1.8,0.7,0.1,1.5
Chennedy Carter,,G,23,24.9,16.4,7.0,13.6,51.3,0.1,0.6,23.1,2.4,3.2,74.3,2.9,2.7,1.2,0.2,1.5
Kayla McBride,,G,25,32.2,16.4,5.0,11.2,44.4,3.0,7.1,42.7,3.4,3.8,91.5,2.8,3.4,1.3,0.1,1.8
Diana Taurasi,,G,20,29.6,16.1,5.1,12.9,39.5,2.7,7.6,35.5,3.2,3.6,87.5,4.8,2.5,0.7,0.3,2.0
Ariel Atkins,,G,24,32.2,15.9,5.8,13.7,42.4,1.8,5.3,34.9,2.5,3.0,80.8,3.7,3.5,1.6,0.4,2.7
Jonquel Jones,,F,24,31.3,15.6,6.0,10.5,57.1,1.7,4.1,40.4,2.0,2.5,77.0,9.2,3.5,0.6,1.3,2.3
Allisha Gray,,G,24,32.4,15.5,5.3,12.5,42.3,1.7,4.8,36.0,3.2,4.2,77.0,4.1,2.5,0.9,0.6,1.9
Aliyah Boston,,F,26,30.4,14.2,6.0,11.3,53.2,0.3,0.7,41.2,1.9,2.8,68.1,8.7,2.7,0.8,1.5,2.0
Marina Mabrey,,G,23,33.0,14.0,5.1,13.4,38.2,2.3,6.7,34.4,1.4,1.9,72.7,5.1,4.6,1.1,0.3,2.8
Tina Charles,,C,24,27.6,13.6,5.7,12.5,45.2,0.3,1.0,28.0,2.0,2.5,77.0,8.2,2.0,1.0,0.5,1.8
Angel Reese,,F,23,31.5,13.5,4.8,12.0,40.2,0.1,0.4,20.0,3.8,5.0,75.7,12.0,1.8,1.5,0.4,1.8
Skylar Diggins-Smith,,G,24,31.1,13.3,4.8,11.9,40.2,0.9,3.1,28.4,2.9,3.4,85.2,2.8,6.5,1.5,0.8,3.0
Ezi Magbegor,,C,24,31.8,13.3,5.0,10.0,50.2,0.4,1.5,24.3,2.8,3.2,89.5,8.8,2.4,1.4,2.4,1.7
Brionna Jones,,F,23,25.9,13.1,5.4,10.1,53.2,0.1,0.3,25.0,2.2,3.0,73.9,5.2,1.8,1.2,0.3,1.0
DiJonai Carrington,,G,23,29.4,12.9,4.3,10.8,39.9,0.8,2.7,30.2,3.5,4.2,82.5,5.1,1.7,1.0,0.4,1.7
Betnijah Laney-Hamilton,,F,18,33.0,12.7,4.6,9.7,46.9,1.5,3.9,38.0,2.1,2.4,88.4,4.5,3.6,1.4,0.1,2.6
Natasha Cloud,,G,23,33.7,12.4,4.2,10.0,42.4,1.0,3.5,28.7,3.0,3.7,81.0,4.2,7.2,1.7,0.7,3.4
NaLyssa Smith,,F,26,26.7,11.6,4.7,9.5,49.2,0.5,1.3,34.3,1.8,3.1,59.3,7.7,1.2,0.7,1.0,1.3
Alanna Smith,,F,25,28.0,11.5,4.2,8.8,47.7,1.4,3.1,43.6,1.7,2.3,75.4,5.4,3.3,1.5,1.8,1.9
Teaira McCowan,,C,25,24.8,11.4,4.7,8.3,56.5,0.0,0.2,25.0,2.0,2.9,69.4,7.3,1.6,0.8,1.0,2.1
Alyssa Thomas,,F,23,33.8,11.2,4.2,8.3,50.3,0.0,0.0,0.0,2.9,4.4,65.3,9.2,7.7,1.5,0.5,3.7
Rickea Jackson,,F,23,25.6,11.2,4.2,9.2,45.8,0.8,2.4,32.7,2.0,2.7,75.4,3.8,1.2,0.5,0.1,1.7
Tyasha Harris,,G,22,30.4,11.0,4.0,9.6,41.5,1.5,4.3,35.1,1.5,2.0,75.0,1.8,3.1,1.1,0.1,1.5
Stefanie Dolson,,C,23,26.7,10.4,3.7,7.3,50.3,2.1,4.2,50.0,0.9,1.2,77.8,4.9,2.6,0.6,0.6,1.9
Cheyenne Parker-Tyus,,F,23,20.9,10.0,3.6,8.0,44.6,0.1,0.6,21.4,2.7,3.0,89.9,5.2,1.6,0.9,0.4,2.1
Karlie Samuelson,,G,17,29.1,9.9,3.3,8.3,39.7,1.9,5.1,36.8,1.5,1.5,100.0,2.9,2.4,0.9,0.0,1.2
Courtney Williams,,G,25,26.4,9.8,4.1,10.4,39.6,0.6,1.8,31.8,1.0,1.2,77.4,4.6,5.5,1.0,0.4,2.7
Aari McDonald,,G,23,23.2,9.3,3.2,7.8,41.1,1.2,3.7,31.8,1.7,2.0,85.1,2.3,4.0,1.0,0.3,1.9
Bridget Carleton,,F,24,29.3,8.9,3.0,7.0,42.6,2.3,5.2,43.5,0.6,0.8,83.3,3.9,2.2,0.9,0.3,1.1
Monique Billings,,F,24,25.4,8.8,3.5,7.4,47.5,0.0,0.3,14.3,1.7,2.1,80.4,6.6,1.9,0.6,0.5,2.1
Aaliyah Edwards,,F,21,22.8,8.6,3.2,6.7,48.2,0.0,0.2,0.0,2.1,3.1,68.2,5.9,1.3,0.7,0.9,1.5
Aerial Powers,,G,17,17.9,8.6,2.9,8.1,35.5,0.8,2.1,38.9,2.0,2.5,79.1,3.3,1.4,0.9,0.2,1.1
Kamilla Cardoso,,C,17,25.9,8.2,3.5,7.5,46.1,0.0,0.0,0.0,1.2,2.1,60.0,7.8,1.1,0.4,1.2,1.6
Lexie Brown,,G,16,23.7,8.1,2.6,8.2,32.1,1.3,4.3,30.4,1.5,1.7,88.9,2.3,3.3,1.1,0.1,1.9
Julie Vanloo,,G,24,25.1,8.0,2.9,8.4,34.2,2.0,6.0,32.9,0.3,0.5,72.7,1.8,5.1,0.5,0.0,3.3
Myisha Hines-Allen,,F,24,18.9,8.0,3.2,6.4,50.3,0.6,1.4,42.4,1.0,1.3,80.6,4.9,2.6,0.5,0.1,1.3
Tiffany Hayes,,G,16,21.0,8.0,2.6,5.8,45.7,0.8,2.4,31.6,2.0,2.7,74.4,2.6,2.1,0.6,0.2,0.9
Sophie Cunningham,,G,24,27.0,7.9,2.5,5.9,42.6,1.6,4.1,38.4,1.3,1.6,84.2,3.7,2.1,1.1,0.2,0.9
Kia Nurse,,G,23,22.1,7.9,2.6,7.3,35.9,1.3,4.4,30.4,1.3,1.7,76.9,1.2,1.5,0.4,0.0,1.1
Jordan Horston,,G,24,24.3,7.8,3.3,6.7,48.4,0.3,1.4,23.5,0.9,1.3,71.0,4.7,1.9,1.7,0.7,1.8
Shatori Walker-Kimbrough,,G,24,22.4,7.7,2.6,6.7,38.8,1.0,3.0,34.2,1.5,2.0,76.6,2.0,1.9,1.2,0.5,1.3
Dana Evans,,G,23,20.8,7.7,2.6,7.0,37.0,1.0,2.8,35.9,1.5,1.5,97.1,1.2,3.0,1.0,0.2,1.4
Cameron Brink,,F,15,22.0,7.5,2.7,6.9,39.8,0.7,2.1,32.3,1.4,1.7,84.0,5.3,1.7,1.1,2.3,2.3
Rebecca Allen,,G,17,25.4,7.5,3.0,7.2,41.8,1.4,3.9,35.8,0.1,0.2,66.7,4.1,1.1,0.9,0.7,1.0
Alysha Clark,,F,23,26.0,6.5,2.2,4.9,45.1,1.3,3.4,38.0,0.8,0.9,85.7,4.0,2.0,0.9,0.2,1.7
Courtney Vandersloot,,G,15,23.8,6.4,2.7,6.2,44.1,0.5,2.1,25.0,0.4,0.9,46.2,2.5,4.7,0.9,0.4,1.9
Kayla Thornton,,F,24,19.5,6.1,2.0,5.1,40.2,1.3,3.3,38.5,0.8,0.9,81.8,2.3,0.8,0.8,0.2,0.3
Kalani Brown,,C,24,13.5,6.0,2.6,4.4,58.5,0.0,0.1,0.0,0.8,1.3,62.5,3.1,1.1,0.2,0.6,1.5
Jade Melbourne,,G,21,13.6,5.8,2.1,4.8,43.6,0.5,1.5,32.3,1.1,1.5,77.4,1.5,1.6,0.6,0.1,1.7
Isabelle Harrison,,F,19,14.7,5.7,2.2,5.5,39.4,0.1,0.4,25.0,1.3,1.6,83.3,3.6,0.7,0.6,0.2,0.9
Dorka Juhasz,,F,22,18.5,5.7,2.5,5.1,49.6,0.3,1.1,29.2,0.3,0.5,58.3,4.4,1.0,0.5,0.5,0.5
Leonie Fiebich,,F,24,19.0,5.7,2.1,5.1,41.5,1.3,3.3,37.5,0.2,0.4,55.6,2.7,1.7,0.7,0.1,0.8
Haley Jones,,G,24,24.1,5.5,2.1,5.2,41.1,0.3,1.0,26.1,1.0,1.5,67.6,2.8,2.8,0.5,0.4,2.3
Sami Whitcomb,,G,24,15.8,5.4,1.9,5.4,34.9,1.3,4.4,30.2,0.3,0.4,88.9,1.5,1.6,1.0,0.3,1.1
Sevgi Uzun,,G,25,24.3,5.4,2.1,6.0,35.6,0.6,2.4,24.6,0.6,0.7,82.4,2.0,3.5,1.0,0.4,2.3
Katie Lou Samuelson,,F,26,20.5,5.4,1.8,4.7,38.0,1.1,3.3,34.1,0.7,0.8,95.0,2.5,1.5,0.3,0.3,0.5
Jacy Sheldon,,G,25,21.5,5.3,2.0,4.8,42.5,0.9,2.4,37.3,0.4,0.4,90.0,2.0,1.8,0.5,0.3,1.2
Lindsay Allen,,G,23,21.7,5.1,2.0,4.3,46.9,0.3,1.0,27.3,0.9,1.2,74.1,1.4,3.3,0.9,0.2,1.3
Cecilia Zandalasini,,F,25,13.6,5.1,1.8,4.1,44.1,0.9,2.0,46.9,0.6,0.9,63.6,1.6,1.2,0.4,0.3,0.9
Tiffany Mitchell,,G,23,16.1,4.9,1.6,4.6,34.9,0.2,1.0,22.7,1.5,1.9,79.1,1.6,0.8,0.4,0.0,0.7
Rachel Banham,,G,20,13.0,4.9,1.7,4.6,37.4,1.2,3.2,36.5,0.4,0.4,87.5,1.2,0.7,0.4,0.3,0.5
Kristy Wallace,,G,22,18.8,4.8,1.9,4.9,38.0,0.6,2.4,26.4,0.5,0.7,62.5,2.0,2.0,0.7,0.3,0.7
Layshia Clarendon,,G,19,15.7,4.7,1.7,3.5,47.8,0.4,0.9,41.2,0.9,1.1,85.7,1.7,2.5,0.7,0.1,1.2
Li Yueru,,C,22,12.8,4.6,1.6,3.3,49.3,0.1,0.3,33.3,1.3,1.5,87.5,3.5,0.6,0.2,0.2,1.1
Emily Engstler,,F,17,11.9,4.6,1.7,3.9,43.9,0.5,1.2,40.0,0.7,0.8,85.7,3.5,1.1,0.5,0.3,0.4
Diamond DeShields,,G,21,14.9,4.5,1.7,5.3,32.4,0.3,1.8,18.4,0.8,1.1,69.6,1.4,1.5,0.8,0.3,0.8
Natisha Hiedeman,,G,25,15.3,4.5,1.7,4.8,36.1,0.4,2.0,20.4,0.7,1.0,70.8,1.6,2.6,0.9,0.2,1.1
Rae Burrell,,G,20,12.8,4.4,1.0,3.4,29.4,0.5,1.6,29.0,2.0,2.3,84.8,1.3,1.0,0.6,0.3,0.7
